n 	 k 	 h[J] 	 h[eV] 
56	8	8.237015121269918e-14	514112.9661629728
57	8	8.238714608593252e-14	514219.03959562926
58	8	8.240442397558649e-14	514326.8794741321
59	8	8.242198472151423e-14	514436.48479892546
60	8	8.24398281598233e-14	514547.8545470752
61	8	8.245795412306331e-14	514660.98767344066
62	8	8.247636244023061e-14	514775.88311070297
63	8	8.249505293679315e-14	514892.5397695212
64	8	8.251402543485619e-14	515010.956539566
65	8	8.253327975333886e-14	515131.1322906219
66	8	8.255281570801724e-14	515253.065872856
67	8	8.257263311146917e-14	515376.75611647364
68	8	8.259273177320504e-14	515502.2018325347
69	8	8.261311149986058e-14	515629.40181415685
70	8	8.26337720952854e-14	515758.35483706824
71	8	8.265471336049532e-14	515889.0596593099
72	8	8.267593509354362e-14	516021.5150204323
73	8	8.269743708977923e-14	516155.71964310645
74	8	8.271921914209885e-14	516291.672234698
75	8	8.274128104085439e-14	516429.3714866893
76	8	8.276362257366675e-14	516568.816073517
77	8	8.278624352559355e-14	516710.0046536192
78	8	8.280914367929486e-14	516852.9358704694
79	8	8.28323228152313e-14	516997.6083538135
1	9	8.187341230911892e-14	511012.57230223145
2	9	8.187503708809444e-14	511022.7133536459
3	9	8.187690435776568e-14	511034.36790975847
4	9	8.18790389100474e-14	511047.690709205
5	9	8.188144797805797e-14	511062.72689746454
6	9	8.188413459012334e-14	511079.49537582137
7	9	8.188710032054627e-14	511098.0059702797
8	9	8.189034613142149e-14	511118.26468575
9	9	8.189387269094235e-14	511140.2756927583
10	9	8.189768051085119e-14	511164.0421853424
11	9	8.190177001165253e-14	511189.56678807957
12	9	8.19061415555794e-14	511216.8517618457
13	9	8.191079546405349e-14	511245.89911279315
14	9	8.191573202761281e-14	511276.71065431356
15	9	8.192095151135728e-14	511309.2880410271
16	9	8.19264541584043e-14	511343.63279035
17	9	8.193224019201599e-14	511379.74629577197
18	9	8.193830981686136e-14	511417.6298347337
19	9	8.19446632200309e-14	511457.2845749598
20	9	8.195130057173756e-14	511498.7115788336
21	9	8.195822202621609e-14	511541.9118090108
22	9	8.196542772217722e-14	511586.8861312538
23	9	8.197291778335742e-14	511633.6353178633
24	9	8.198069231903091e-14	511682.1600508739
25	9	8.198875142443293e-14	511732.46092469594
26	9	8.199709518145906e-14	511784.5384504804
27	9	8.200572365915967e-14	511838.39305920474
28	9	8.201463691422833e-14	511894.0251047219
29	9	8.202383499131354e-14	511951.43486570515
30	9	8.203331792367478e-14	512010.62254974333
31	9	8.204308573374495e-14	512071.5882968515
32	9	8.205313843353237e-14	512134.3321819794
33	9	8.206347602510369e-14	512198.854218026
34	9	8.207409850082111e-14	512265.1543573201
35	9	8.208500584385196e-14	512333.2324948006
36	9	8.20961980286872e-14	512403.08847125294
37	9	8.21076750214716e-14	512474.72207536985
38	9	8.211943678013813e-14	512548.13304459007
39	9	8.213148325471828e-14	512623.32106703543
40	9	8.214381438787261e-14	512700.28578482196
41	9	8.215643011522082e-14	512779.02679612045
42	9	8.216933036563424e-14	512859.5436569814
43	9	8.218251506139455e-14	512941.8358823263
44	9	8.219598411837503e-14	513025.9029470785
45	9	8.220973744646749e-14	513111.7442888283
46	9	8.222377494985105e-14	513199.35930950986
47	9	8.223809652702467e-14	513288.74737560493
48	9	8.22527020709864e-14	513379.90781926125
49	9	8.226759146941736e-14	513472.839939441
50	9	8.228276460499101e-14	513567.5430038511
51	9	8.229822135552018e-14	513664.0162498607
52	9	8.231396159408392e-14	513762.25888529327
53	9	8.23299851891231e-14	513862.2700890231
54	9	8.234629200467201e-14	513964.04901242064
55	9	8.23628819005901e-14	514067.5947807993
56	9	8.237975473253285e-14	514172.9064932333
57	9	8.239691035207765e-14	514279.98322334356
58	9	8.241434860679631e-14	514388.82401975006
59	9	8.243206934044454e-14	514499.4279072548
60	9	8.245007239298567e-14	514611.7938869894
61	9	8.246835760070693e-14	514725.92093714146
62	9	8.248692479641181e-14	514841.80801415455
63	9	8.250577380952729e-14	514959.4540533978
64	9	8.252490446605679e-14	515078.85796887235
65	9	8.254431658864173e-14	515200.01865359535
66	9	8.256400999671911e-14	515322.9349805834
67	9	8.25839845066773e-14	515447.60580382537
68	9	8.260423993180021e-14	515574.02995793364
69	9	8.262477608225067e-14	515702.2062580401
70	9	8.264559276517145e-14	515832.13350042724
71	9	8.266668978491235e-14	515963.81046394503
72	9	8.268806694315882e-14	516097.23591081414
73	9	8.270972403868162e-14	516232.40858506295
74	9	8.273166086735529e-14	516369.32721264334
75	9	8.275387722245754e-14	516507.9905032989
76	9	8.277637289480807e-14	516648.3971514316
77	9	8.279914767265567e-14	516790.5458353972
78	9	8.282220134159569e-14	516934.4352169899
79	9	8.284553368457071e-14	517080.0639414468
1	10	8.187385248010093e-14	511015.3196276382
2	10	8.187564500697189e-14	511026.50767686457
3	10	8.187767137731535e-14	511039.1552591803
4	10	8.187996251039763e-14	511053.45535706123
5	10	8.18825275543711e-14	511069.4650686633
6	10	8.188537032922265e-14	511087.2082364194
7	10	8.188849277281207e-14	511106.69695547357
8	10	8.189189601412162e-14	511127.9382723641
9	10	8.189558078693745e-14	511150.936767014
10	10	8.18995476125538e-14	511175.69569307944
11	10	8.190379688858073e-14	511202.2175322419
12	10	8.190832893544281e-14	511230.50428443006
13	10	8.191314402180294e-14	511260.5576265023
14	10	8.191824237942158e-14	511292.37900499057
15	10	8.192362421203459e-14	511325.9696915115
16	10	8.19292897007383e-14	511361.330816377
17	10	8.193523900767814e-14	511398.4633916173
18	10	8.194147227833592e-14	511437.36832525634
19	10	8.194798964316867e-14	511478.0464315412
20	10	8.195479121865439e-14	511520.4984374689
21	10	8.196187710818973e-14	511564.7249883891
22	10	8.196924740296352e-14	511610.7266534567
23	10	8.197690218239364e-14	511658.50392835785
24	10	8.198484151478513e-14	511708.0572394184
25	10	8.199306545759762e-14	511759.3869452722
26	10	8.200157405783394e-14	511812.49333928735
27	10	8.201036735249098e-14	511867.3766523798
28	10	8.201944536897957e-14	511924.037055634
29	10	8.202880812548392e-14	511982.47466254677
30	10	8.203845563105223e-14	512042.68952959235
31	10	8.204838788605739e-14	512104.68165909813
32	10	8.205860488246099e-14	512168.45100089244
33	10	8.206910660424008e-14	512233.99745496816
34	10	8.207989302765242e-14	512301.320873138
35	10	8.209096412136466e-14	512370.42105983506
36	10	8.210231984669194e-14	512441.29777360806
37	10	8.211396015799291e-14	512513.9507295866
38	10	8.212588500303276e-14	512588.3796017474
39	10	8.213809432298487e-14	512664.5840229242
40	10	8.215058805256555e-14	512742.5635856493
41	10	8.216336612026845e-14	512822.3178436159
42	10	8.217642844864146e-14	512903.8463134071
43	10	8.218977495458059e-14	512987.1484763297
44	10	8.220340554943707e-14	513072.2237790827
45	10	8.221732013901557e-14	513159.0716337464
46	10	8.223151862390589e-14	513247.69141985226
47	10	8.224600089970085e-14	513338.0824857435
48	10	8.226076685714086e-14	513430.24414947676
49	10	8.227581638217402e-14	513524.17569919745
50	10	8.22911493559899e-14	513619.87639335095
51	10	8.230676565525933e-14	513717.34546217864
52	10	8.232266515225264e-14	513816.58210845623
53	10	8.233884771498964e-14	513917.58550843
54	10	8.235531320719713e-14	514020.3548115513
55	10	8.237206148849599e-14	514124.88914164447
56	10	8.238909241458915e-14	514231.1875980798
57	10	8.240640583735409e-14	514339.24925635126
58	10	8.242400160490145e-14	514449.0731684421
59	10	8.244187956162865e-14	514560.6583631592
60	10	8.246003954837662e-14	514674.0038471122
61	10	8.247848140241919e-14	514789.1086046461
62	10	8.249720495748e-14	514905.9715979478
63	10	8.251621004388234e-14	515024.5917679807
64	10	8.253549648871632e-14	515144.9680355286
65	10	8.255506411586979e-14	515267.0993013881
66	10	8.257491274596801e-14	515390.9844459924
67	10	8.259504219648288e-14	515516.62233009323
68	10	8.261545228191332e-14	515644.0117958864
69	10	8.26361428138576e-14	515773.15166746307
70	10	8.265711360097096e-14	515904.04075054586
71	10	8.267836444884071e-14	516036.67783170874
72	10	8.269989516021112e-14	516171.0616797808
73	10	8.272170553524714e-14	516307.1910474924
74	10	8.274379537145299e-14	516445.064670967
75	10	8.276616446347308e-14	516584.68126847845
76	10	8.278881260324963e-14	516726.03954143496
77	10	8.281173958018913e-14	516869.1381754181
78	10	8.283494518135204e-14	517013.9758413664
79	10	8.285842919130999e-14	517160.5511946847
1	11	8.187432589394895e-14	511018.2744382588
2	11	8.187628764394758e-14	511030.5186929532
3	11	8.187847323560663e-14	511044.1600544672
4	11	8.188092019066871e-14	511059.4327146058
5	11	8.18836397708343e-14	511076.406963227
6	11	8.18866367019454e-14	511095.11229665455
7	11	8.18899133643874e-14	511115.5635720543
8	11	8.189347111562149e-14	511137.76926201483
9	11	8.189731080684979e-14	511161.73467931064
10	11	8.19014330146086e-14	511187.46342239075
11	11	8.19058381550241e-14	511214.958088505
12	11	8.191052654463927e-14	511244.22065335524
13	11	8.191549843450629e-14	511275.2526838825
14	11	8.192075403014941e-14	511308.0554628657
15	11	8.192629350400354e-14	511342.63006655645
16	11	8.193211700303149e-14	511378.97741222265
17	11	8.193822465380897e-14	511417.09828988614
18	11	8.194461656597915e-14	511456.9933838842
19	11	8.195129283455593e-14	511498.6632872457
20	11	8.195825354164885e-14	511542.1085124571
21	11	8.19654987574462e-14	511587.3294975983
22	11	8.197302854128009e-14	511634.3266129904
23	11	8.19808429422966e-14	511683.1001653785
24	11	8.198894200006046e-14	511733.6504017055
25	11	8.199732574511492e-14	511785.97751260735
26	11	8.200599419924876e-14	511840.0816340783
27	11	8.201494737584331e-14	511895.962849638
28	11	8.202418528012064e-14	511953.6211918801
29	11	8.203370790965222e-14	512013.0566456467
30	11	8.204351525453379e-14	512074.2691491205
31	11	8.205360729753149e-14	512137.25859473646
32	11	8.20639840143422e-14	512202.0248308068
33	11	8.207464537372424e-14	512268.5676623366
34	11	8.208559133787172e-14	512336.8868533606
35	11	8.209682186264979e-14	512406.98212841124
36	11	8.210833689766757e-14	512478.85317297414
37	11	8.212013638633536e-14	512552.4996338449
38	11	8.213222026616459e-14	512627.9211210013
39	11	8.214458846910818e-14	512705.1172097279
40	11	8.215724092162024e-14	512784.08744098817
41	11	8.217017754473864e-14	512864.83132194035
42	11	8.218339825413602e-14	512947.3483262556
43	11	8.219690296026448e-14	513031.63789502106
44	11	8.221069156867371e-14	513117.6994387255
45	11	8.222476398010174e-14	513205.53233782557
46	11	8.22391200904271e-14	513295.1359424478
47	11	8.225375979084092e-14	513386.50957346195
48	11	8.226868296800662e-14	513479.65252347814
49	11	8.22838895042818e-14	513574.5640582319
50	11	8.229937927775166e-14	513671.2434167925
51	11	8.231515216228256e-14	513769.6898118973
52	11	8.23312080275791e-14	513869.9024303081
53	11	8.234754673935842e-14	513971.88043389894
54	11	8.236416815949336e-14	514075.6229605497
55	11	8.238107214592703e-14	514181.129123613
56	11	8.239825855279401e-14	514288.3980126703
57	11	8.241572723049422e-14	514397.4286939933
58	11	8.243347802586549e-14	514508.22021162097
59	11	8.245151078218677e-14	514620.77158737957
60	11	8.246982533927046e-14	514735.08182145865
61	11	8.248842153360658e-14	514851.1498933115
62	11	8.250729919841179e-14	514968.9747619605
63	11	8.252645816355905e-14	515088.5553655585
64	11	8.254589825564606e-14	515209.89062181563
65	11	8.25656192981416e-14	515332.97942891315
66	11	8.258562111150862e-14	515457.8206662711
67	11	8.26059035131307e-14	515584.4131940899
68	11	8.262646631731228e-14	515712.7558533516
69	11	8.264730933539438e-14	515842.8474665417
70	11	8.266843237594643e-14	515974.68683884724
71	11	8.268983524485384e-14	516108.27275870275
72	11	8.271151774506335e-14	516243.6039962011
73	11	8.273347967663318e-14	516380.67930340645
74	11	8.275572083703135e-14	516519.4974162163
75	11	8.277824102124169e-14	516660.0570550231
76	11	8.280104002161904e-14	516802.3569238103
77	11	8.282411762783294e-14	516946.3957098013
78	11	8.284747362689022e-14	517092.17208359996
79	11	8.287110780351244e-14	517239.6847015469
1	12	8.187483243077924e-14	511021.4359858396
2	12	8.187696509148615e-14	511034.74697902956
3	12	8.187931044642714e-14	511049.3855024226
4	12	8.18819130586683e-14	511065.62969621574
5	12	8.188478648486655e-14	511083.5641742286
6	12	8.188793645799855e-14	511103.2247188116
7	12	8.18913658678027e-14	511124.62936625537
8	12	8.189507634952743e-14	511147.7883229564
9	12	8.189906891108979e-14	511172.7078798249
10	12	8.190334421724778e-14	511199.39218594524
11	12	8.190790273139371e-14	511227.8441335787
12	12	8.19127447917357e-14	511258.06583364983
13	12	8.191787065474772e-14	511290.05888693983
14	12	8.192328052079275e-14	511323.8245440135
15	12	8.19289745501832e-14	511359.3638054601
16	12	8.193495287340673e-14	511396.67748571775
17	12	8.194121559772699e-14	511435.76625427225
18	12	8.194776281181843e-14	511476.6306645847
19	12	8.195459458883502e-14	511519.2711732454
20	12	8.196171098877355e-14	511563.6881547239
21	12	8.196911205999656e-14	511609.8819108749
22	12	8.197679784031027e-14	511657.8526776659
23	12	8.198476835800399e-14	511707.60063166433
24	12	8.199302363241014e-14	511759.12589353346
25	12	8.200156367460976e-14	511812.42853243556
26	12	8.20103884878977e-14	511867.50856893545
27	12	8.20194980681282e-14	511924.3659771574
28	12	8.20288924039509e-14	511983.0006862581
29	12	8.203857147704347e-14	512043.4125818789
30	12	8.204853526257088e-14	512105.601509012
31	12	8.205878372929024e-14	512169.56727265497
32	12	8.206931683982129e-14	512235.30963949923
33	12	8.208013455070446e-14	512302.82833829196
34	12	8.209123681252606e-14	512372.1230606178
35	12	8.210262357018389e-14	512443.1934625566
36	12	8.21142947631374e-14	512516.03916624474
37	12	8.212625032550436e-14	512590.6597604786
38	12	8.213849018598121e-14	512667.0548002173
39	12	8.215101426807628e-14	512745.22380803834
40	12	8.216382249034142e-14	512825.1662755834
41	12	8.217691476653682e-14	512906.8816645871
42	12	8.219029100573277e-14	512990.3694075121
43	12	8.220395111227938e-14	513075.62890735985
44	12	8.221789498583482e-14	513162.6595378473
45	12	8.223212252167828e-14	513251.46064535994
46	12	8.224663361077394e-14	513342.0315493511
47	12	8.226142813979889e-14	513434.3715425164
48	12	8.227650599116597e-14	513528.47989093594
49	12	8.229186704309795e-14	513624.35583453765
50	12	8.230751116985915e-14	513721.9985885428
51	12	8.232343824180843e-14	513821.4073437968
52	12	8.233964812548012e-14	513922.5812672741
53	12	8.235614068353568e-14	514025.51950177684
54	12	8.237291577495823e-14	514130.2211671487
55	12	8.23899732551621e-14	514236.6853609588
56	12	8.240731297600451e-14	514344.9111585747
57	12	8.242493478579794e-14	514454.8976132391
58	12	8.244283852935743e-14	514566.6437563659
59	12	8.246102404813701e-14	514680.14859839104
60	12	8.247949118021215e-14	514795.4111286631
61	12	8.249823976032924e-14	514912.4303157526
62	12	8.251726962006148e-14	515031.205108424
63	12	8.253658058791811e-14	515151.7344363187
64	12	8.255617248931927e-14	515274.0172097971
65	12	8.257604514654045e-14	515398.0523195924
66	12	8.259619837884184e-14	515523.83863761777
67	12	8.261663200261245e-14	515651.37501786597
68	12	8.263734583138187e-14	515780.66029648273
69	12	8.26583396757644e-14	515911.69329141796
70	12	8.267961334339278e-14	516044.4728020121
71	12	8.270116663917475e-14	516178.99761059775
72	12	8.272299936548553e-14	516315.2664837005
73	12	8.274511132202033e-14	516453.27817111893
74	12	8.27675023056321e-14	516593.0314049114
75	12	8.279017211054738e-14	516734.5249007439
76	12	8.281312052851824e-14	516877.7573588376
77	12	8.283634734893759e-14	517022.7274646893
78	12	8.285985235866586e-14	517169.43388798926
79	12	8.28836353418751e-14	517317.8752816482
1	13	8.187537195781673e-14	511024.8034416653
2	13	8.187767732511319e-14	511039.19238233654
3	13	8.188018323296889e-14	511054.8329960984
4	13	8.188294169314786e-14	511072.0499141661
5	13	8.188596872458507e-14	511090.94311865757
6	13	8.18892711592464e-14	511111.5552512601
7	13	8.189285245517834e-14	511133.90789535723
8	13	8.189671456738994e-14	511158.0132531298
9	13	8.190085869272058e-14	511183.8787946459
10	13	8.190528561019067e-14	511211.5093821585
11	13	8.190999585239003e-14	511240.9083398247
12	13	8.191498979821122e-14	511272.07803250087
13	13	8.192026772624534e-14	511305.02019901224
14	13	8.192582984671014e-14	511339.7361514321
15	13	8.193167632134065e-14	511376.2268992289
16	13	8.193780727639521e-14	511414.4932304436
17	13	8.194422281108514e-14	511454.53576430323
18	13	8.195092300339234e-14	511496.3549875316
19	13	8.19579079140938e-14	511539.951279468
20	13	8.196517758961261e-14	511585.3249298619
21	13	8.197273206425495e-14	511632.4761528352
22	13	8.19805713615301e-14	511681.40509512107
23	13	8.198869549540308e-14	511732.111843882
24	13	8.199710447110114e-14	511784.5964317439
25	13	8.200579828576221e-14	511838.85884084314
26	13	8.20147769290909e-14	511894.89900692116
27	13	8.202404038377803e-14	511952.7168219428
28	13	8.203358862595862e-14	512012.3121369548
29	13	8.204342162528716e-14	512073.68476255576
30	13	8.205353934527709e-14	512136.834471015
31	13	8.206394174358862e-14	512201.760998069
32	13	8.207462877221572e-14	512268.4640440882
33	13	8.208560037774183e-14	512336.9432756734
34	13	8.209685650138578e-14	512407.19832594204
35	13	8.21083970790626e-14	512479.2287949082
36	13	8.212022204156438e-14	512553.0342506109
37	13	8.213233131485754e-14	512628.6142309699
38	13	8.214472482016263e-14	512705.9682442836
39	13	8.215740247388683e-14	512785.09576880775
40	13	8.217036418774509e-14	512865.9962535114
41	13	8.218360986889865e-14	512948.66911894205
42	13	8.219713942014286e-14	513033.11375839706
43	13	8.221095274009144e-14	513119.32953907456
44	13	8.222504972309629e-14	513207.3158015722
